source_text,source_code,target_code,target_text,
"100 Pieces of Clear Plastic Takeout Containers with Fancy Hinged Top Square Clamshell Design, Ideal for Cake Desserts and Takeout Tray with Clear Lids, Perfect for Restaurant Takeaway, Picnics, and Parties. Great for Kitchen Supplies and Food Packaging.",en,ar,100 قطعة من حاويات تناول الطعام البلاستيكية الشفافة مع تصميم صدفي مربع علوي مفصلي فاخر، مثالية لحلويات الكعك وصينية تناول الطعام مع أغطية شفافة، مثالية للوجبات الجاهزة في المطاعم والنزهات والحفلات. رائعة لمستلزمات المطبخ وتغليف المواد الغذائية.,
"Set of 10 Fondant Cake Decorating Stencils - Durable Plastic Tools for Embossing DIY Cookies, Chocolates & More - Great for Weddings, Holidays & Everyday Baking - Reusable",en,ar,مجموعة من 10 استنسل لتزيين الكيك - أدوات بلاستيكية متينة لنقش البسكويت والشوكولاتة والمزيد - رائعة لحفلات الزفاف والعطلات والخبز اليومي - قابلة لإعادة الاستخدام,
Item ID: 77916585,en,ar,معرف العنصر: 77916585,
"Features: Using our pink butcher paper roll helps meat reach optimal temperatures faster, maintain flavor, stay juicy, and get great tasting smoked meats. Our butcher paper roll makes the smoking process faster and easier",en,ar,الميزات: استخدام لفة ورق الجزار الوردية الخاصة بنا يساعد اللحوم على الوصول إلى درجات الحرارة المثالية بشكل أسرع، والحفاظ على النكهة، والبقاء عصاريًا، والحصول على لحوم مدخنة ذات مذاق رائع. إن لفة ورق الجزار لدينا تجعل عملية التدخين أسرع وأسهل,
"Black Portable Collapsible Storage Cart with 4 Wheels - Foldable Plastic Trolley for Kitchen and Dining, 55L",en,ar,عربة تخزين قابلة للطي باللون الأسود مع 4 عجلات - عربة بلاستيكية قابلة للطي للمطبخ وتناول الطعام، سعة 55 لتر,
Item ID: 99575037,en,ar,معرف العنصر: 99575037,
"Wall-mounted liquor dispenser by YIMUWN - holds 4 bottles for your bar or kitchen. Featuring a sleek chrome finish and made with aluminum alloy and ABS, perfect for dispensing whiskey, wine, and other beverages.",en,ar,موزع مشروبات كحولية مثبت على الحائط من YIMUWN - يحمل 4 زجاجات للبار أو المطبخ الخاص بك. يتميز بلمسة نهائية أنيقة من الكروم ومصنوع من سبائك الألومنيوم وABS، مما يجعله مثاليًا لتوزيع الويسكي والنبيذ والمشروبات الأخرى.,
Material: Acrylic,en,ar,المادة: أكريليك,
"[Leak-proof airtight food storage container]Leak-proof and airtight food preparation containers can keep food fresh. These food containers keep your food in place without making a mess, and they're drip-free and spill-proof, making them perfect for both liquid and solid foods. Enjoy your favorite food on the go!",en,ar,[حاوية تخزين طعام محكمة الغلق مانعة للتسرب] يمكن لحاويات تحضير الطعام محكمة الغلق ومضادة للتسرب أن تحافظ على الطعام طازجًا. تحافظ حاويات الطعام هذه على طعامك في مكانه دون إحداث فوضى، كما أنها مقاومة للتنقيط ومضادة للانسكاب، مما يجعلها مثالية للأطعمة السائلة والصلبة. استمتع بطعامك المفضل أثناء التنقل!,
Item ID: 04557533,en,ar,معرف السلعة: 04557533,
Item ID: 52417136,en,ar,معرف العنصر: 52417136,
Item ID: 09961723,en,ar,معرف السلعة: 09961723,
"Freezer Healthy Food Storage Box - Prepare and paage up your meals ahead of time. These food containers with lids ensure that your prepared cooked meals retain their flavor, and color. NOTE: When freezing, do not try to squeeze it into a narrow space, otherwise they will break. Before removing the cover, make sure that it has been thawed, although a small amount of Conflictm water will balance the air pressure, so you can remove the cover.",en,ar,صندوق تخزين الطعام الصحي بالفريزر - قم بإعداد وجباتك وتعبئتها في وقت مبكر. تضمن حاويات الطعام ذات الأغطية هذه أن وجباتك المطبوخة المعدة تحتفظ بنكهتها ولونها. ملحوظة: عند التجميد، لا تحاول الضغط عليه في مساحة ضيقة، وإلا فسوف ينكسر. قبل إزالة الغطاء، تأكد من أنه قد تم إذابته، على الرغم من أن كمية صغيرة من الماء المخلوط سوف توازن ضغط الهواء، حتى تتمكن من إزالة الغطاء.,
Item ID: 80352268,en,ar,معرف العنصر: 80352268,
2200,en,ar,2200,
50pcs 100pcs mini chocolate paper spacer spacer tray birthday candy tray portable kraft paper chocolate base for birthday candy and desserts packaging base details 2,en,ar,50 قطعة 100 قطعة صغيرة من ورق الشوكولاتة فاصل صينية حلوى عيد الميلاد صينية محمولة من ورق الكرافت قاعدة الشوكولاتة لحلوى عيد الميلاد والحلويات تفاصيل القاعدة 2,
"Set of 10 Meal Prep Containers with 550ml Capacity - Safe for Microwave and Dishwasher Use, Plastic Bowls with Lids for Convenient Food Storage of Salads and Noodles",en,ar,مجموعة من 10 أوعية لتحضير الوجبات بسعة 550 مل - آمنة للاستخدام في الميكروويف وغسالة الأطباق، أوعية بلاستيكية بأغطية لتخزين الطعام بشكل مريح للسلطات والمعكرونة,
Cake decorating tool set includes 1 piece of food-safe plastic cake rotary table with flower mounting turntable for home birthday baking.,en,ar,تتضمن مجموعة أدوات تزيين الكيك قطعة واحدة من طاولة دوارة للكيك البلاستيكية الآمنة للطعام مع قرص دوار للتركيب على شكل زهرة للخبز في أعياد الميلاد في المنزل.,
10pcs 120ml disposable round party dessert cup cake yogurt appetizer ice cream ball mousse ball   cup details 1,en,ar,10 قطعة 120 مللي للاستخدام مرة واحدة للحفلات المستديرة كوب للحلوى كعكة الزبادي المقبلات الآيس كريم الكرة موس الكرة كوب التفاصيل 1,
50pcs 100pcs mini chocolate paper spacer spacer tray birthday candy tray portable kraft paper chocolate base for birthday candy and desserts packaging base details 0,en,ar,50 قطعة 100 قطعة صغيرة من ورق الشوكولاتة فاصل صينية حلوى عيد الميلاد صينية محمولة من ورق الكرافت قاعدة الشوكولاتة لحلوى عيد الميلاد والحلويات تفاصيل قاعدة التعبئة والتغليف 0,
50pcs 100pcs mini chocolate paper spacer spacer tray birthday candy tray portable kraft paper chocolate base for birthday candy and desserts packaging base details 1,en,ar,50 قطعة 100 قطعة صغيرة من ورق الشوكولاتة فاصل صينية حلوى عيد الميلاد صينية محمولة من ورق الكرافت قاعدة الشوكولاتة لحلوى عيد الميلاد والحلويات تفاصيل القاعدة 1,
elegant 4 bottle wall mounted   aluminum alloy abs   bars kitchens home use details 16,en,ar,قضبان ABS أنيقة مثبتة على الحائط مكونة من 4 زجاجات ومطابخ للاستخدام المنزلي تفاصيل 16,
elegant 4 bottle wall mounted   aluminum alloy abs   bars kitchens home use details 15,en,ar,قضبان ABS أنيقة مثبتة على الحائط مكونة من 4 زجاجات ومطابخ للاستخدام المنزلي تفاصيل 15,
elegant 4 bottle wall mounted   aluminum alloy abs   bars kitchens home use details 14,en,ar,قضبان ABS أنيقة مثبتة على الحائط مكونة من 4 زجاجات ومطابخ للاستخدام المنزلي تفاصيل 14,
elegant 4 bottle wall mounted   aluminum alloy abs   bars kitchens home use details 13,en,ar,قضبان ABS أنيقة مثبتة على الحائط مكونة من 4 زجاجات ومطابخ للاستخدام المنزلي تفاصيل 13,
